billno,chamber,member,vote,points,good or bad bill?,Y or N,cmte vote,slug,cmte name,vote URL,main URL
HB203,House,Grall,Committee Yes,-3,bad,Y,cmte vote,"HB203Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48187&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,"Grant, J.",Committee Yes,-3,bad,Y,cmte vote,"HB203Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48187&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,LaMarca,Committee Yes,-3,bad,Y,cmte vote,"HB203Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48187&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Pigman,Committee Yes,-3,bad,Y,cmte vote,"HB203Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48187&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Plakon,Committee Yes,-3,bad,Y,cmte vote,"HB203Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48187&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Plasencia,Committee Yes,0,bad,-,cmte vote,"HB203Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48187&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Yarborough,Committee Yes,-3,bad,Y,cmte vote,"HB203Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48187&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Alexander,Committee Yes,-3,bad,Y,cmte vote,HB203Judiciary Committee,Judiciary Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49240&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Beltran,Committee Yes,-3,bad,Y,cmte vote,HB203Judiciary Committee,Judiciary Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49240&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Brannan,Committee Yes,-3,bad,Y,cmte vote,HB203Judiciary Committee,Judiciary Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49240&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Diamond,Committee Yes,-3,bad,Y,cmte vote,HB203Judiciary Committee,Judiciary Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49240&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Driskell,Committee Yes,-3,bad,Y,cmte vote,HB203Judiciary Committee,Judiciary Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49240&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Fernandez-Barquin,Committee Yes,-3,bad,Y,cmte vote,HB203Judiciary Committee,Judiciary Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49240&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Fitzenhagen,Committee Yes,-3,bad,Y,cmte vote,HB203Judiciary Committee,Judiciary Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49240&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Geller,Committee Yes,-3,bad,Y,cmte vote,HB203Judiciary Committee,Judiciary Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49240&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Gottlieb,Committee Yes,-3,bad,Y,cmte vote,HB203Judiciary Committee,Judiciary Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49240&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,"Grant, J.",Committee Yes,0,bad,(Y),cmte vote,HB203Judiciary Committee,Judiciary Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49240&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Gregory,Committee Yes,-3,bad,Y,cmte vote,HB203Judiciary Committee,Judiciary Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49240&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Hill,Committee Yes,-3,bad,Y,cmte vote,HB203Judiciary Committee,Judiciary Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49240&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Killebrew,Committee Yes,-3,bad,Y,cmte vote,HB203Judiciary Committee,Judiciary Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49240&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,LaMarca,Committee Yes,-3,bad,Y,cmte vote,HB203Judiciary Committee,Judiciary Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49240&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Mercado,Committee Yes,-3,bad,Y,cmte vote,HB203Judiciary Committee,Judiciary Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49240&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Renner,Committee Yes,-3,bad,Y,cmte vote,HB203Judiciary Committee,Judiciary Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49240&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Rommel,Committee Yes,-3,bad,Y,cmte vote,HB203Judiciary Committee,Judiciary Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49240&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Sirois,Committee Yes,-3,bad,Y,cmte vote,HB203Judiciary Committee,Judiciary Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49240&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB1249,House,Ausley,Committee Yes,-3,bad,Y,cmte vote,"HB1249Children, Families & Seniors Subcommittee","Children, Families & Seniors Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49925&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Brannan,Committee Yes,-3,bad,Y,cmte vote,"HB1249Children, Families & Seniors Subcommittee","Children, Families & Seniors Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49925&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Clemons,Committee Yes,0,bad,-,cmte vote,"HB1249Children, Families & Seniors Subcommittee","Children, Families & Seniors Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49925&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,"Cortes, J.",Committee Yes,-3,bad,Y,cmte vote,"HB1249Children, Families & Seniors Subcommittee","Children, Families & Seniors Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49925&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Duggan,Committee Yes,-3,bad,Y,cmte vote,"HB1249Children, Families & Seniors Subcommittee","Children, Families & Seniors Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49925&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Fernandez-Barquin,Committee Yes,0,bad,-,cmte vote,"HB1249Children, Families & Seniors Subcommittee","Children, Families & Seniors Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49925&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Fetterhoff,Committee Yes,-3,bad,Y,cmte vote,"HB1249Children, Families & Seniors Subcommittee","Children, Families & Seniors Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49925&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Newton,Committee Yes,0,bad,-,cmte vote,"HB1249Children, Families & Seniors Subcommittee","Children, Families & Seniors Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49925&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Polo,Committee Yes,-3,bad,Y,cmte vote,"HB1249Children, Families & Seniors Subcommittee","Children, Families & Seniors Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49925&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Polsky,Committee Yes,0,bad,-,cmte vote,"HB1249Children, Families & Seniors Subcommittee","Children, Families & Seniors Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49925&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Ponder,Committee Yes,-3,bad,Y,cmte vote,"HB1249Children, Families & Seniors Subcommittee","Children, Families & Seniors Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49925&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Roach,Committee Yes,-3,bad,Y,cmte vote,"HB1249Children, Families & Seniors Subcommittee","Children, Families & Seniors Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49925&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Roth,Committee Yes,-3,bad,Y,cmte vote,"HB1249Children, Families & Seniors Subcommittee","Children, Families & Seniors Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49925&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,"Smith, D.",Committee Yes,-3,bad,Y,cmte vote,"HB1249Children, Families & Seniors Subcommittee","Children, Families & Seniors Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49925&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Stevenson,Committee Yes,0,bad,-,cmte vote,"HB1249Children, Families & Seniors Subcommittee","Children, Families & Seniors Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49925&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Aloupis,Committee Yes,-3,bad,Y,cmte vote,"HB1249Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50675&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Andrade,Committee Yes,-3,bad,Y,cmte vote,"HB1249Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50675&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Daniels,Committee Yes,-3,bad,Y,cmte vote,"HB1249Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50675&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,DuBose,Committee Yes,0,bad,-,cmte vote,"HB1249Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50675&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Eskamani,Committee Yes,-3,bad,Y,cmte vote,"HB1249Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50675&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,FernÃ¡ndez,Committee Yes,-3,bad,Y,cmte vote,"HB1249Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50675&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Fischer,Committee Yes,-3,bad,Y,cmte vote,"HB1249Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50675&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Good,Committee Yes,-3,bad,Y,cmte vote,"HB1249Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50675&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Grall,Committee Yes,-3,bad,Y,cmte vote,"HB1249Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50675&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,"Grant, J.",Committee Yes,-3,bad,Y,cmte vote,"HB1249Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50675&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,LaMarca,Committee Yes,-3,bad,Y,cmte vote,"HB1249Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50675&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Pigman,Committee Yes,-3,bad,Y,cmte vote,"HB1249Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50675&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Plakon,Committee Yes,-3,bad,Y,cmte vote,"HB1249Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50675&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Plasencia,Committee Yes,-3,bad,Y,cmte vote,"HB1249Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50675&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Yarborough,Committee Yes,0,bad,-,cmte vote,"HB1249Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50675&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Brown,Committee Yes,-3,bad,Y,cmte vote,HB1249Health & Human Services Committee,Health & Human Services Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52190&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Burton,Committee Yes,-3,bad,Y,cmte vote,HB1249Health & Human Services Committee,Health & Human Services Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52190&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,"Cortes, J.",Committee Yes,-3,bad,Y,cmte vote,HB1249Health & Human Services Committee,Health & Human Services Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52190&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,DiCeglie,Committee Yes,-3,bad,Y,cmte vote,HB1249Health & Human Services Committee,Health & Human Services Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52190&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Duran,Committee Yes,-3,bad,Y,cmte vote,HB1249Health & Human Services Committee,Health & Human Services Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52190&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Goff-Marcil,Committee Yes,-3,bad,Y,cmte vote,HB1249Health & Human Services Committee,Health & Human Services Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52190&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
