billno,chamber,member,vote,points,good or bad bill?,Y or N,cmte vote,slug,cmte name,vote URL,main URL
HB1249,House,"Grant, M.",Committee Yes,-3,bad,Y,cmte vote,HB1249Health & Human Services Committee,Health & Human Services Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52190&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Jones,Committee Yes,-3,bad,Y,cmte vote,HB1249Health & Human Services Committee,Health & Human Services Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52190&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Leek,Committee Yes,-3,bad,Y,cmte vote,HB1249Health & Human Services Committee,Health & Human Services Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52190&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Magar,Committee Yes,-3,bad,Y,cmte vote,HB1249Health & Human Services Committee,Health & Human Services Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52190&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Pigman,Committee Yes,-3,bad,Y,cmte vote,HB1249Health & Human Services Committee,Health & Human Services Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52190&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Plakon,Committee Yes,-3,bad,Y,cmte vote,HB1249Health & Human Services Committee,Health & Human Services Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52190&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Ponder,Committee Yes,-3,bad,Y,cmte vote,HB1249Health & Human Services Committee,Health & Human Services Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52190&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Roach,Committee Yes,-3,bad,Y,cmte vote,HB1249Health & Human Services Committee,Health & Human Services Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52190&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,"Rodrigues, R.",Committee Yes,-3,bad,Y,cmte vote,HB1249Health & Human Services Committee,Health & Human Services Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52190&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Slosberg,Committee Yes,0,bad,-,cmte vote,HB1249Health & Human Services Committee,Health & Human Services Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52190&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Stevenson,Committee Yes,-3,bad,Y,cmte vote,HB1249Health & Human Services Committee,Health & Human Services Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52190&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB1249,House,Yarborough,Committee Yes,-3,bad,Y,cmte vote,HB1249Health & Human Services Committee,Health & Human Services Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52190&IsPCB=0&BillId=66100&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66100&SessionId=87
HB407,House,Aloupis,Committee Yes,3,good,Y,cmte vote,"HB407Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49909&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Andrade,Committee Yes,0,good,-,cmte vote,"HB407Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49909&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Daniels,Committee Yes,3,good,Y,cmte vote,"HB407Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49909&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,DuBose,Committee No,-3,good,N,cmte vote,"HB407Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49909&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Eskamani,Committee No,-3,good,N,cmte vote,"HB407Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49909&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,FernÃ¡ndez,Committee No,-3,good,N,cmte vote,"HB407Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49909&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Fischer,Committee Yes,3,good,Y,cmte vote,"HB407Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49909&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Good,Committee No,-3,good,N,cmte vote,"HB407Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49909&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Grall,Committee Yes,3,good,Y,cmte vote,"HB407Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49909&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,"Grant, J.",Committee Yes,0,good,-,cmte vote,"HB407Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49909&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,LaMarca,Committee Yes,3,good,Y,cmte vote,"HB407Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49909&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Pigman,Committee Yes,0,good,-,cmte vote,"HB407Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49909&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Plakon,Committee Yes,3,good,Y,cmte vote,"HB407Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49909&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Plasencia,Committee Yes,0,good,-,cmte vote,"HB407Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49909&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Yarborough,Committee Yes,3,good,Y,cmte vote,"HB407Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49909&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Antone,Committee Yes,3,good,Y,cmte vote,HB407Civil Justice Subcommittee,Civil Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50556&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Bell,Committee Yes,3,good,Y,cmte vote,HB407Civil Justice Subcommittee,Civil Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50556&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Beltran,Committee Yes,3,good,Y,cmte vote,HB407Civil Justice Subcommittee,Civil Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50556&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Diamond,Committee Yes,3,good,Y,cmte vote,HB407Civil Justice Subcommittee,Civil Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50556&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,DiCeglie,Committee Yes,3,good,Y,cmte vote,HB407Civil Justice Subcommittee,Civil Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50556&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Gregory,Committee Yes,3,good,Y,cmte vote,HB407Civil Justice Subcommittee,Civil Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50556&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Hill,Committee Yes,3,good,Y,cmte vote,HB407Civil Justice Subcommittee,Civil Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50556&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Mercado,Committee Yes,0,good,-,cmte vote,HB407Civil Justice Subcommittee,Civil Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50556&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Omphroy,Committee Yes,3,good,Y,cmte vote,HB407Civil Justice Subcommittee,Civil Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50556&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Payne,Committee Yes,3,good,Y,cmte vote,HB407Civil Justice Subcommittee,Civil Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50556&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,"Rodriguez, A. M.",Committee Yes,3,good,Y,cmte vote,HB407Civil Justice Subcommittee,Civil Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50556&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Rommel,Committee Yes,3,good,Y,cmte vote,HB407Civil Justice Subcommittee,Civil Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50556&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Stone,Committee Yes,3,good,Y,cmte vote,HB407Civil Justice Subcommittee,Civil Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50556&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Thompson,Committee Yes,0,good,-,cmte vote,HB407Civil Justice Subcommittee,Civil Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50556&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Toledo,Committee Yes,3,good,Y,cmte vote,HB407Civil Justice Subcommittee,Civil Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50556&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Valdes,Committee Yes,3,good,Y,cmte vote,HB407Civil Justice Subcommittee,Civil Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50556&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Clemons,Committee Yes,3,good,Y,cmte vote,HB407State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,DiCeglie,Committee Yes,3,good,Y,cmte vote,HB407State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Drake,Committee Yes,0,good,(Y),cmte vote,HB407State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,DuBose,Committee Yes,0,good,-,cmte vote,HB407State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Good,Committee Yes,3,good,Y,cmte vote,HB407State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Grall,Committee Yes,3,good,Y,cmte vote,HB407State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Hart,Committee Yes,3,good,Y,cmte vote,HB407State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Hattersley,Committee Yes,3,good,Y,cmte vote,HB407State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Ingoglia,Committee Yes,0,good,-,cmte vote,HB407State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Latvala,Committee Yes,3,good,Y,cmte vote,HB407State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,McClain,Committee Yes,3,good,Y,cmte vote,HB407State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,McClure,Committee Yes,3,good,Y,cmte vote,HB407State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Newton,Committee Yes,3,good,Y,cmte vote,HB407State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Payne,Committee Yes,3,good,Y,cmte vote,HB407State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Pigman,Committee Yes,3,good,Y,cmte vote,HB407State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Plakon,Committee Yes,3,good,Y,cmte vote,HB407State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Polsky,Committee Yes,3,good,Y,cmte vote,HB407State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Raschein,Committee Yes,3,good,Y,cmte vote,HB407State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,"Rodriguez, A.",Committee Yes,3,good,Y,cmte vote,HB407State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Roth,Committee Yes,0,good,-,cmte vote,HB407State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Slosberg,Committee Yes,0,good,-,cmte vote,HB407State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
